                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.54295,                0.36398,                0.84385,                0.76245,                0.73847,                0.79369,                 0.5575,                 1.0486,                  0.723,                 1.1079,             0.00019799,             0.00019799,             0.00019799
                     75,                0.55184,                0.38494,                0.85403,                0.84961,                0.69805,                0.79818,                 0.5724,                 1.0206,                0.72249,                 1.0999,             0.00019092,             0.00019092,             0.00019092
                     76,                0.53754,                0.36466,                0.85094,                0.77662,                0.74813,                0.80416,                0.57919,                 1.0359,                0.70769,                 1.1072,             0.00018385,             0.00018385,             0.00018385
                     77,                0.52418,                0.35902,                0.84779,                0.84431,                0.70849,                 0.8099,                0.56837,                 1.0439,                0.70882,                 1.1163,             0.00017679,             0.00017679,             0.00017679
                     78,                0.52566,                0.38242,                  0.841,                0.83415,                 0.7182,                 0.8143,                0.57216,                 1.0401,                0.71099,                 1.1042,             0.00016972,             0.00016972,             0.00016972
                     79,                0.49775,                0.36681,                0.84899,                 0.8383,                0.75211,                0.81058,                0.57213,                 1.0227,                0.72272,                 1.1048,             0.00016265,             0.00016265,             0.00016265
                     80,                0.49919,                0.36315,                 0.8467,                 0.8259,                0.74646,                0.81949,                0.57022,                 1.0212,                0.72042,                 1.1066,             0.00015558,             0.00015558,             0.00015558
                     81,                0.51445,                0.34907,                0.84344,                0.81779,                0.75012,                 0.8205,                0.57421,                 1.0284,                0.70362,                 1.1102,             0.00014851,             0.00014851,             0.00014851
                     82,                0.50974,                0.34482,                0.84158,                0.79382,                0.73388,                0.81418,                0.56733,                 1.0423,                0.70234,                 1.1068,             0.00014144,             0.00014144,             0.00014144
                     83,                0.50558,                0.35212,                0.84562,                0.79048,                0.74547,                0.81014,                 0.5661,                  1.021,                0.70245,                 1.1017,             0.00013437,             0.00013437,             0.00013437
                     84,                0.49059,                0.35134,                0.83777,                0.78599,                0.74794,                0.81677,                0.57346,                 1.0186,                0.69665,                 1.1119,             0.00012731,             0.00012731,             0.00012731
